# scannet_det_train_32frames_bi1.json	118184 rows	model=Qwen/Qwen3-VL-4B-Instruct
# scene	n_boxes	input_ids
scene0666_00	36	15589
scene0666_00	36	15584
scene0666_00	36	15592
scene0666_00	37	15630
scene0666_00	36	15585
scene0666_00	30	15171
scene0666_00	24	14801
scene0666_00	24	14789
scene0666_00	24	14794
scene0666_00	25	14863
scene0666_00	25	14862
scene0666_00	29	15129
scene0666_00	33	15396
scene0666_00	36	15588
scene0666_00	37	15652
scene0666_00	44	16117
scene0666_00	46	16218
scene0666_00	46	16255
scene0666_00	46	16265
scene0666_00	46	16223
scene0666_00	46	16220
scene0666_00	46	16221
scene0666_00	47	16281
scene0666_00	47	16324
scene0666_00	52	16641
scene0666_00	52	16649
scene0666_00	55	16814
scene0666_00	56	16901
scene0666_00	56	16923
scene0666_00	55	16829
scene0666_00	54	16785
scene0666_00	57	16990
scene0666_00	57	16990
scene0666_00	57	16974
scene0666_00	57	16985
scene0666_00	57	16981
scene0666_00	57	16988
scene0666_00	57	16978
scene0666_00	57	16971
scene0666_00	58	17055
scene0666_00	58	17056
scene0666_00	60	17177
scene0666_00	59	17116
scene0666_00	58	16995
scene0666_00	57	16984
scene0666_00	54	16750
scene0666_00	49	16432
scene0666_00	48	16382
scene0666_00	48	16394
scene0666_00	47	16322
scene0666_00	45	16166
scene0666_00	43	16028
scene0666_00	44	16093
scene0666_00	46	16252
scene0666_00	46	16236
scene0666_00	49	16449
scene0666_00	47	16269
scene0666_00	45	16148
scene0666_00	38	15717
scene0666_00	39	15790
scene0666_00	39	15792
scene0666_00	39	15782
scene0666_01	12	14001
scene0666_01	12	13998
scene0666_01	12	14003
scene0666_01	13	14069
scene0666_01	13	14066
scene0666_01	13	14064
scene0666_01	13	14068
scene0666_01	13	14065
scene0666_01	13	14066
scene0666_01	13	14068
scene0666_01	13	14069
scene0666_01	13	14054
scene0666_01	13	14053
scene0666_01	13	14062
scene0666_01	12	13989
scene0666_01	11	13938
scene0666_01	11	13935
scene0666_01	11	13934
scene0666_01	12	14006
scene0666_01	12	13995
scene0666_01	13	14071
scene0666_01	15	14195
scene0666_01	16	14260
scene0666_01	16	14264
scene0666_01	17	14331
scene0666_01	22	14666
scene0666_01	25	14865
scene0666_01	28	15071
scene0666_01	28	15070
scene0666_01	31	15261
scene0666_01	33	15376
scene0666_01	33	15351
scene0666_01	42	15988
scene0666_01	42	15963
scene0666_01	42	16003
scene0666_01	42	15966
scene0666_01	42	15995
scene0666_01	42	15965
scene0666_01	42	15959
scene0666_01	42	16001
scene0666_01	41	15930
scene0666_01	40	15865
scene0666_01	40	15862
scene0666_01	40	15862
scene0666_01	39	15801
scene0666_01	39	15796
scene0666_01	39	15799
scene0666_01	39	15798
scene0666_01	39	15799
scene0666_01	39	15762
scene0666_01	38	15735
scene0666_01	38	15689
scene0666_01	37	15664
scene0666_01	37	15670
scene0666_01	37	15661
scene0666_01	36	15603
scene0666_01	36	15602
scene0666_01	36	15529
scene0666_01	36	15597
scene0666_01	36	15597
scene0666_01	36	15603
scene0666_01	36	15593
scene0666_01	36	15592
scene0666_01	36	15601
scene0666_01	36	15603
scene0666_01	36	15600
scene0666_01	36	15591
scene0666_01	36	15599
scene0666_01	36	15525
scene0666_01	36	15603
scene0666_01	34	15467
scene0666_01	35	15538
scene0666_01	34	15466
scene0666_01	33	15399
scene0666_01	35	15499
scene0666_01	38	15697
scene0666_01	42	15993
scene0666_01	42	16000
scene0666_01	42	16000
scene0666_01	42	15969
scene0666_01	44	16086
scene0666_01	46	16223
scene0666_01	46	16260
scene0666_01	46	16267
scene0666_01	46	16264
scene0666_01	46	16263
scene0666_01	45	16201
scene0666_01	49	16461
scene0666_01	50	16503
scene0666_01	50	16530
scene0666_01	48	16366
scene0666_01	48	16403
scene0666_01	48	16395
scene0666_01	48	16395
scene0666_01	48	16331
scene0666_01	47	16331
scene0666_01	50	16532
scene0666_01	50	16531
scene0666_01	51	16567
scene0666_01	50	16531
scene0666_01	48	16350
scene0666_01	47	16305
scene0666_01	47	16262
scene0666_01	47	16330
scene0666_01	45	16194
scene0666_01	45	16202
scene0666_01	45	16154
scene0666_01	44	16133
scene0666_01	44	16135
scene0666_01	44	16127
scene0666_01	39	15795
scene0666_01	38	15734
scene0666_01	37	15672
scene0666_01	32	15334
scene0666_01	28	15031
scene0666_01	28	15062
scene0666_01	29	15130
scene0666_01	29	15107
scene0666_01	29	15130
scene0666_01	27	14997
scene0666_01	27	14994
scene0666_01	27	14999
scene0666_01	28	15071
scene0666_01	30	15175
scene0666_01	31	15265
scene0666_01	31	15263
scene0666_01	32	15323
scene0666_01	32	15304
scene0666_01	30	15176
scene0666_01	31	15262
scene0666_01	32	15271
scene0666_01	31	15262
scene0666_01	31	15267
scene0666_01	30	15175
scene0666_01	29	15128
scene0666_01	29	15129
scene0666_01	28	15063
scene0666_01	29	15129
scene0666_01	31	15259
scene0666_01	31	15245
scene0666_01	31	15261
scene0666_02	7	13665
scene0666_02	7	13666
scene0666_02	7	13667
scene0666_02	7	13666
scene0666_02	7	13669
scene0666_02	8	13734
scene0666_02	9	13799
scene0666_02	9	13799
scene0666_02	9	13798
scene0666_02	10	13869
scene0666_02	10	13871
scene0666_02	10	13868
scene0666_02	9	13801
scene0666_02	9	13795
scene0666_02	9	13791
scene0666_02	9	13800
scene0666_02	9	13802
scene0666_02	9	13801
scene0666_02	13	14064
scene0666_02	14	14136
scene0666_02	16	14267
scene0666_02	16	14267
scene0666_02	17	14334
scene0666_02	19	14458
scene0666_02	20	14525
scene0666_02	20	14523
scene0666_02	22	14659
scene0666_02	23	14727
scene0666_02	23	14717
scene0666_02	23	14721
scene0666_02	23	14725
scene0666_02	23	14727
scene0666_02	23	14731
scene0666_02	28	15054
scene0666_02	28	15051
scene0666_02	28	15048
scene0666_02	28	15062
scene0666_02	28	15048
scene0666_02	27	14998
scene0666_02	27	14992
scene0666_02	27	14983
scene0666_02	27	14995
scene0666_02	27	14968
scene0666_02	27	14985
scene0666_02	27	15001
scene0666_02	27	15000
scene0666_02	27	15000
scene0666_02	26	14928
scene0666_02	25	14864
scene0666_02	25	14861
scene0666_02	24	14798
scene0666_02	24	14777
scene0666_02	23	14732
scene0666_02	23	14727
scene0666_02	23	14722
scene0666_02	23	14729
scene0666_02	28	15049
scene0666_02	33	15385
scene0666_02	33	15395
scene0666_02	35	15526
scene0666_02	35	15538
scene0666_02	36	15591
scene0666_02	39	15794
scene0666_02	39	15802
scene0666_02	39	15799
scene0666_02	41	15914
scene0666_02	42	15985
scene0666_02	43	16056
scene0666_02	43	16063
scene0666_02	43	16039
scene0666_02	42	15992
scene0666_02	44	16130
scene0666_02	45	16182
scene0666_02	45	16197
scene0666_02	45	16192
scene0666_02	43	16059
scene0666_02	42	15992
scene0666_02	42	15970
scene0666_02	42	15987
scene0666_02	43	16062
scene0666_02	42	15980
scene0666_02	42	15987
scene0666_02	42	15984
scene0666_02	39	15787
scene0666_02	40	15852
scene0666_02	40	15849
scene0666_02	39	15766
scene0666_02	39	15794
scene0666_02	37	15655
scene0666_02	37	15652
scene0666_02	35	15536
scene0666_02	31	15258
scene0666_02	28	15056
scene0666_02	28	15059
scene0666_02	28	15064
scene0666_02	28	15065
scene0666_02	28	15069
scene0666_02	28	15061
scene0666_02	28	15052
scene0666_02	28	15066
scene0666_02	28	15063
scene0666_02	29	15131
scene0666_02	29	15124
scene0666_02	30	15173
scene0666_02	30	15199
scene0666_02	31	15257
scene0666_02	29	15128
scene0666_02	27	14996
scene0666_02	28	15057
scene0666_02	29	15130
scene0666_02	29	15126
scene0666_02	29	15130
scene0666_02	28	15069
scene0666_02	26	14909
scene0666_02	26	14907
scene0666_02	26	14930
scene0666_02	25	14862
scene0200_00	14	14135
scene0200_00	14	14133
scene0200_00	14	14136
scene0200_00	14	14122
scene0200_00	14	14116
scene0200_00	13	14066
scene0200_00	14	14135
scene0200_00	14	14136
scene0200_00	14	14138
scene0200_00	13	14066
scene0200_00	13	14069
scene0200_00	13	14069
scene0200_00	12	14000
scene0200_00	12	14003
scene0200_00	12	14003
scene0200_00	12	13997
scene0200_00	12	14007
scene0200_00	12	14003
scene0200_00	12	14002
scene0200_00	13	14068
scene0200_00	13	14071
scene0200_00	12	13997
scene0200_00	12	13994
scene0200_00	12	13995
scene0200_00	12	14001
scene0200_00	11	13933
scene0200_00	10	13871
scene0200_00	10	13871
scene0200_00	10	13861
scene0200_00	10	13869
scene0200_00	11	13928
scene0200_00	11	13936
scene0200_00	10	13868
scene0200_00	9	13797
scene0200_00	9	13798
scene0200_00	9	13798
scene0200_00	9	13804
scene0200_00	8	13735
scene0200_00	8	13737
scene0200_00	8	13734
scene0200_00	9	13795
scene0200_00	13	14069
scene0200_01	14	14135
scene0200_01	14	14133
scene0200_01	14	14130
scene0200_01	14	14134
scene0200_01	14	14132
scene0200_01	14	14136
scene0200_01	12	14003
scene0200_01	11	13931
scene0200_01	11	13933
scene0200_01	11	13936
scene0200_02	12	14002
scene0200_02	13	14069
scene0200_02	14	14130
scene0200_02	14	14130
scene0200_02	14	14132
scene0200_02	14	14132
scene0200_02	15	14200
scene0200_02	15	14201
scene0200_02	15	14204
scene0200_02	15	14189
scene0200_02	15	14203
scene0200_02	15	14193
scene0200_02	15	14207
scene0200_02	15	14195
scene0200_02	15	14203
scene0200_02	15	14190
scene0200_02	15	14202
scene0200_02	15	14202
scene0200_02	15	14202
scene0200_02	15	14204
scene0200_02	15	14187
scene0200_02	15	14202
scene0200_02	15	14195
scene0200_02	15	14206
scene0200_02	15	14203
scene0200_02	15	14200
scene0200_02	15	14199
scene0200_02	15	14189
scene0200_02	15	14202
scene0200_02	15	14198
scene0200_02	15	14203
scene0200_02	14	14132
scene0200_02	13	14068
scene0200_02	13	14063
scene0200_02	13	14071
scene0200_02	12	14002
scene0200_02	12	13995
scene0200_02	12	14002
scene0200_02	12	13991
scene0200_02	13	14071
scene0200_02	13	14071
scene0200_02	13	14062
scene0200_02	13	14065
scene0200_02	13	14061
scene0200_02	13	14070
scene0200_02	13	14067
scene0200_02	13	14068
scene0200_02	15	14200
scene0200_02	15	14203
scene0200_02	15	14199
scene0200_02	15	14196
scene0200_02	15	14206
scene0200_02	15	14207
scene0200_02	15	14199
scene0536_00	12	14004
scene0536_00	12	14002
scene0536_00	12	14002
scene0536_00	12	13999
scene0536_00	12	14004
scene0536_00	12	13988
scene0536_00	12	14003
scene0536_00	12	14007
scene0536_00	12	14004
scene0536_00	12	14006
scene0536_00	12	14005
scene0536_00	12	13989
scene0536_00	12	14004
scene0536_00	12	14004
scene0536_00	12	14004
scene0536_00	12	14002
scene0536_00	12	14002
scene0536_00	12	14003
scene0536_00	12	14001
scene0536_00	12	14005
scene0536_00	12	14001
scene0536_00	12	14001
scene0536_00	12	14006
scene0536_00	12	14001
scene0536_00	12	14006
scene0536_00	12	14000
scene0536_00	12	14006
scene0536_00	12	13999
scene0536_00	12	14002
scene0536_00	12	13994
scene0536_00	12	14005
scene0536_00	12	14004
scene0536_00	12	14006
scene0536_00	12	13998
scene0536_00	12	14004
scene0536_00	12	13991
scene0536_00	12	14004
scene0536_00	12	14007
scene0536_00	12	14007
scene0536_00	12	13995
scene0536_00	12	14001
scene0536_00	11	13928
scene0536_00	11	13919
scene0536_00	11	13921
scene0536_00	11	13938
scene0536_00	11	13928
scene0536_00	10	13865
scene0536_00	10	13862
scene0536_00	8	13729
scene0536_00	8	13734
scene0536_00	8	13734
scene0536_00	8	13737
scene0536_00	8	13729
scene0536_00	8	13738
scene0536_00	8	13736
scene0536_00	8	13736
scene0536_00	8	13734
scene0536_00	8	13736
scene0536_00	8	13728
scene0536_00	8	13735
scene0536_00	8	13737
scene0536_00	8	13731
scene0536_00	8	13731
scene0536_00	11	13932
scene0536_00	11	13937
scene0536_00	11	13920
scene0536_00	11	13938
scene0536_00	11	13935
scene0536_00	11	13927
scene0536_00	11	13937
scene0536_00	11	13934
scene0536_00	11	13937
scene0536_00	11	13935
scene0536_01	15	14201
scene0536_01	15	14205
scene0536_01	15	14206
scene0536_01	15	14197
scene0536_01	15	14203
scene0536_01	15	14199
scene0536_01	15	14205
scene0536_01	15	14205
scene0536_01	15	14202
scene0536_01	15	14205
scene0536_01	15	14209
scene0536_01	15	14206
scene0536_01	15	14195
scene0536_01	15	14207
scene0536_01	15	14202
scene0536_01	15	14197
scene0536_01	15	14197
scene0536_01	15	14207
scene0536_01	15	14203
scene0536_01	15	14203
scene0536_01	14	14141
scene0536_01	14	14137
scene0536_01	12	14005
scene0536_01	11	13930
scene0536_01	11	13938
scene0536_01	10	13869
scene0536_01	10	13869
scene0536_01	10	13872
scene0536_01	10	13868
scene0536_01	10	13865
scene0536_01	10	13872
scene0536_01	10	13871
scene0536_01	10	13872
scene0536_01	10	13872
scene0536_01	11	13939
scene0536_01	11	13937
scene0536_01	11	13937
scene0536_01	11	13940
scene0536_01	11	13937
scene0536_01	11	13932
scene0536_01	11	13933
scene0536_01	11	13938
scene0536_01	12	14004
scene0536_01	13	14053
scene0536_01	13	14076
scene0536_01	15	14200
scene0536_01	15	14204
scene0536_01	15	14203
scene0536_01	15	14208
scene0536_01	15	14206
scene0536_01	15	14189
scene0536_01	15	14206
scene0536_01	15	14191
scene0536_01	15	14188
scene0536_01	15	14207
scene0536_01	15	14205
scene0536_01	15	14202
scene0536_01	15	14205
scene0536_01	15	14206
scene0536_01	15	14191
scene0536_01	15	14199
scene0536_01	14	14130
scene0536_01	13	14076
scene0536_01	13	14068
scene0536_01	13	14072
scene0536_01	13	14068
scene0536_01	13	14070
scene0536_01	14	14137
scene0536_01	14	14127
scene0536_01	14	14136
scene0536_02	12	14000
scene0536_02	12	14001
scene0536_02	12	13990
scene0536_02	12	14001
scene0536_02	12	14002
scene0536_02	12	13995
scene0536_02	12	13998
scene0536_02	12	13999
scene0536_02	12	14001
scene0536_02	12	13999
scene0536_02	12	13997
scene0536_02	12	14002
scene0536_02	12	13992
scene0536_02	12	14003
scene0536_02	12	14000
scene0536_02	12	13989
scene0536_02	12	14004
scene0536_02	10	13861
scene0536_02	10	13868
scene0536_02	10	13859
scene0536_02	9	13803
scene0536_02	10	13861
scene0536_02	10	13862
scene0536_02	10	13869
scene0536_02	10	13869
scene0536_02	10	13859
scene0536_02	10	13872
scene0536_02	10	13871
scene0536_02	10	13860
scene0536_02	10	13870
scene0536_02	10	13870
scene0536_02	10	13868
scene0536_02	10	13871
scene0536_02	10	13869
scene0536_02	10	13868
scene0536_02	10	13867
scene0536_02	11	13928
scene0536_02	11	13936
scene0536_02	11	13935
scene0536_02	11	13930
scene0536_02	11	13937
scene0536_02	11	13936
scene0536_02	11	13934
scene0536_02	11	13932
scene0536_02	12	14001
scene0536_02	13	14066
scene0536_02	13	14069
scene0536_02	13	14065
scene0536_02	14	14134
scene0536_02	15	14202
scene0536_02	15	14200
scene0536_02	15	14199
scene0536_02	15	14200
scene0536_02	15	14190
scene0536_02	15	14189
scene0536_02	15	14186
scene0536_02	15	14197
scene0536_02	15	14197
scene0536_02	15	14188
scene0536_02	15	14199
scene0536_02	15	14195
scene0536_02	15	14193
scene0536_02	15	14201
scene0536_02	15	14202
scene0536_02	15	14200
scene0536_02	15	14198
scene0536_02	15	14202
scene0536_02	15	14190
scene0536_02	15	14201
scene0536_02	15	14197
scene0536_02	15	14198
scene0536_02	15	14200
scene0390_00	30	15213
scene0390_00	30	15213
scene0390_00	30	15187
scene0390_00	30	15212
scene0390_00	30	15206
scene0390_00	30	15196
scene0390_00	30	15197
scene0390_00	30	15210
scene0390_00	30	15200
scene0390_00	31	15264
scene0390_00	31	15262
scene0390_00	31	15263
scene0390_00	31	15267
scene0390_00	31	15280
scene0390_00	31	15278
scene0390_00	31	15255
scene0390_00	31	15280
scene0390_00	28	15078
scene0390_00	28	15075
scene0390_00	28	15050
scene0390_00	28	15057
scene0390_00	28	15062
scene0390_00	28	15071
scene0390_00	28	15051
scene0390_00	28	15077
scene0390_00	28	15075
scene0390_00	28	15072
scene0390_00	28	15049
scene0390_00	28	15071
scene0390_00	28	15062
scene0390_00	28	15064
scene0390_00	27	15001
scene0390_00	27	15007
scene0390_00	26	14941
scene0390_00	26	14925
scene0390_00	26	14938
scene0390_00	28	15064
scene0390_00	27	14982
scene0390_00	27	14994
scene0390_00	28	15077
scene0390_00	27	15012
scene0390_00	27	15013
scene0390_00	27	14973
scene0390_00	27	14992
scene0390_00	27	14995
scene0390_00	27	15014
scene0390_00	27	15003
scene0390_00	25	14852
scene0390_00	25	14865
scene0390_00	24	14787
scene0390_00	24	14788
scene0390_00	23	14723
scene0390_00	23	14733
scene0390_00	24	14810
scene0390_00	23	14749
scene0390_00	21	14614
scene0390_00	19	14475
scene0390_00	20	14543
scene0390_00	22	14651
scene0390_00	21	14601
scene0390_00	21	14609
scene0390_00	20	14539
scene0390_00	20	14528
scene0390_00	20	14516
scene0390_00	19	14472
scene0390_00	19	14467
scene0390_00	19	14466
scene0390_00	19	14472
scene0390_00	19	14463
scene0390_00	19	14466
scene0390_00	19	14470
scene0390_00	19	14464
scene0390_00	19	14473
scene0390_00	19	14462
scene0390_00	19	14463
scene0390_00	19	14455
scene0390_00	19	14462
scene0390_00	21	14606
scene0390_00	22	14653
scene0390_00	22	14677
scene0390_00	22	14674
scene0390_00	22	14677
scene0390_00	23	14736
scene0390_00	23	14724
scene0390_00	23	14744
scene0390_00	23	14743
scene0390_00	25	14864
scene0390_00	25	14864
scene0390_00	25	14877
scene0390_00	25	14879
scene0390_00	26	14917
scene0390_00	27	14996
scene0390_00	29	15133
scene0390_00	29	15144
scene0390_00	28	15073
scene0390_00	27	14995
scene0390_00	26	14920
scene0390_00	25	14867
scene0390_00	24	14800
scene0390_00	24	14809
scene0390_00	24	14811
scene0390_00	24	14788
scene0390_00	23	14722
scene0390_00	23	14742
scene0390_00	24	14810
scene0390_00	22	14661
scene0390_00	19	14470
scene0390_00	19	14469
scene0390_00	18	14398
scene0390_00	17	14342
scene0390_00	18	14402
scene0390_00	19	14467
scene0390_00	19	14455
scene0390_00	20	14530
scene0390_00	20	14520
scene0390_00	21	14598
scene0390_00	21	14615
scene0390_00	20	14546
scene0390_00	20	14543
scene0390_00	20	14546
scene0390_00	19	14452
scene0390_00	17	14342
scene0390_00	16	14274
scene0390_00	15	14207
scene0390_00	15	14210
scene0390_00	15	14204
scene0390_00	15	14199
scene0390_00	15	14208
scene0390_00	15	14201
scene0390_00	15	14209
scene0390_00	15	14210
scene0390_00	14	14146
scene0390_00	14	14144
scene0390_00	14	14140
scene0390_00	13	14078
scene0390_00	11	13937
scene0390_00	11	13943
scene0390_00	11	13943
scene0390_00	11	13941
scene0390_00	11	13939
scene0390_00	9	13805
scene0390_00	7	13676
scene0390_00	7	13676
scene0390_00	7	13676
scene0390_00	6	13603
scene0390_00	6	13602
scene0390_00	6	13607
scene0390_00	6	13606
scene0390_00	6	13604
scene0390_00	6	13604
scene0390_00	6	13607
scene0390_00	6	13609
scene0390_00	6	13610
scene0390_00	6	13599
scene0390_00	6	13609
scene0390_00	6	13604
scene0390_00	6	13600
scene0390_00	6	13609
scene0390_00	6	13608
scene0390_00	6	13605
scene0390_00	6	13605
scene0390_00	6	13607
scene0390_00	6	13608
scene0390_00	6	13606
scene0390_00	6	13610
scene0390_00	6	13608
scene0390_00	6	13608
scene0390_00	6	13606
scene0390_00	5	13535
scene0390_00	5	13540
scene0390_00	5	13538
scene0390_00	5	13535
scene0390_00	5	13537
scene0390_00	5	13540
scene0390_00	5	13536
scene0390_00	7	13672
scene0390_00	7	13673
scene0390_00	7	13675
scene0390_00	7	13672
scene0390_00	7	13672
scene0390_00	7	13670
scene0390_00	7	13676
scene0390_00	19	14480
scene0390_00	19	14462
scene0390_00	18	14404
scene0390_00	18	14410
scene0390_00	18	14415
scene0390_00	18	14394
scene0390_00	19	14456
scene0390_00	23	14740
scene0390_00	24	14761
scene0390_00	23	14731
scene0390_00	24	14812
scene0390_00	24	14813
scene0390_00	24	14811
scene0390_00	24	14794
scene0390_00	24	14805
scene0390_00	24	14809
scene0390_00	24	14793
scene0390_00	24	14805
scene0344_00	9	13799
scene0344_00	9	13800
scene0344_00	9	13802
scene0344_00	9	13800
scene0344_00	9	13794
scene0344_00	9	13797
scene0344_00	9	13800
scene0344_00	9	13801
scene0344_00	9	13800
scene0344_00	9	13798
scene0344_00	9	13795
scene0344_00	9	13799
scene0344_00	9	13803
scene0344_00	9	13799
scene0344_00	9	13796
scene0344_00	9	13801
scene0344_00	9	13800
scene0344_00	9	13800
scene0344_00	9	13803
scene0344_00	9	13802
scene0344_00	9	13801
scene0344_00	9	13800
scene0344_00	9	13803
scene0344_00	9	13803
scene0344_00	9	13801
scene0344_00	9	13803
scene0344_00	9	13797
scene0344_00	9	13794
scene0344_00	9	13801
scene0344_00	9	13796
scene0344_00	9	13801
scene0344_00	9	13799
scene0344_00	9	13796
scene0344_00	9	13799
scene0344_00	9	13802
scene0344_00	9	13795
scene0344_00	9	13803
scene0344_00	9	13799
scene0344_00	9	13802
scene0344_00	9	13803
scene0344_00	9	13801
scene0344_00	9	13801
scene0344_00	9	13792
scene0344_00	9	13798
scene0344_00	9	13795
scene0344_00	8	13733
scene0344_00	8	13738
scene0344_00	9	13800
scene0344_00	9	13798
scene0344_00	9	13797
scene0344_00	9	13802
scene0344_00	9	13801
scene0344_01	12	14004
scene0344_01	12	14001
scene0344_01	12	13998
scene0344_01	12	14005
scene0344_01	12	14006
scene0344_01	12	13996
scene0344_01	12	14002
scene0344_01	12	13997
scene0344_01	12	14003
scene0344_01	12	13999
scene0344_01	12	14003
scene0344_01	12	14004
scene0344_01	12	13997
scene0344_01	12	14003
scene0344_01	12	14005
scene0344_01	12	13997
scene0344_01	12	14007
scene0344_01	12	13995
scene0344_01	12	14005
scene0344_01	12	14002
scene0344_01	12	13997
scene0344_01	12	13999
scene0344_01	12	14003
scene0344_01	12	14001
scene0344_01	12	14000
scene0344_01	12	13998
scene0344_01	12	13995
scene0344_01	12	14002
scene0344_01	12	13994
scene0344_01	12	14002
scene0344_01	12	14005
scene0344_01	12	13995
scene0344_01	12	14000
scene0344_01	12	13997
scene0344_01	12	14003
scene0344_01	12	13995
scene0344_01	12	14002
scene0344_01	12	14003
scene0344_01	12	13999
scene0344_01	12	13996
scene0344_01	12	14003
scene0344_01	12	14002
scene0344_01	12	14001
scene0344_01	12	14001
scene0344_01	12	13998
scene0344_01	12	14006
scene0344_01	12	14005
scene0344_01	12	14003
scene0344_01	12	14001
scene0344_01	12	13999
scene0344_01	12	14005
scene0205_00	10	13874
scene0205_00	10	13874
scene0205_00	10	13870
scene0205_00	10	13873
scene0205_00	9	13808
scene0205_00	9	13808
scene0205_00	9	13808
scene0205_00	7	13675
scene0205_00	7	13675
scene0205_00	7	13667
scene0205_00	7	13675
scene0205_00	7	13672
scene0205_00	7	13671
scene0205_00	6	13602
scene0205_00	6	13601
scene0205_00	6	13605
scene0205_00	6	13603
scene0205_00	6	13605
scene0205_00	7	13674
scene0205_00	7	13665
scene0205_00	6	13603
scene0205_00	6	13602
scene0205_00	6	13602
scene0205_00	6	13602
scene0205_00	6	13601
scene0205_00	6	13603
scene0205_00	6	13601
scene0205_00	7	13671
scene0205_00	7	13671
scene0205_00	7	13665
scene0205_00	8	13730
scene0205_00	8	13730
scene0205_00	8	13725
scene0205_00	9	13802
scene0205_00	10	13871
scene0205_00	11	13934
scene0205_00	12	14000
scene0205_00	12	13994
scene0205_00	13	14071
scene0205_00	13	14071
scene0205_00	13	14069
scene0205_00	13	14072
scene0205_00	13	14064
scene0205_00	13	14074
scene0205_00	13	14068
scene0205_00	13	14067
scene0205_00	13	14068
scene0205_00	13	14068
scene0205_00	13	14071
scene0205_00	14	14134
scene0205_00	14	14127
scene0205_00	15	14206
scene0205_00	14	14138
scene0205_00	14	14135
scene0205_00	14	14126
scene0205_00	14	14133
scene0205_00	14	14129
scene0205_00	14	14132
scene0205_01	8	13737
scene0205_01	9	13804
scene0205_01	9	13801
scene0205_01	9	13807
scene0205_01	9	13805
scene0205_01	10	13874
scene0205_01	10	13867
scene0205_01	10	13877
scene0205_01	10	13862
scene0205_01	10	13867
scene0205_01	10	13877
scene0205_01	10	13874
scene0205_01	10	13874
scene0205_01	10	13868
scene0205_01	8	13742
scene0205_01	9	13803
scene0205_01	9	13808
scene0205_01	9	13810
scene0205_01	9	13795
scene0205_01	9	13807
scene0205_01	9	13809
scene0205_01	9	13796
scene0205_01	9	13811
scene0205_01	9	13810
scene0205_01	10	13876
scene0205_01	10	13877
scene0205_01	10	13879
scene0205_01	8	13737
scene0205_01	7	13672
scene0205_01	7	13677
scene0205_01	7	13673
scene0205_01	7	13676
scene0205_01	7	13671
scene0205_01	7	13672
scene0205_01	8	13742
scene0205_01	9	13806
scene0205_01	8	13740
scene0205_01	8	13739
scene0205_01	10	13872
scene0205_01	10	13875
scene0205_01	10	13874
scene0205_01	11	13945
scene0205_01	11	13942
scene0205_01	13	14076
scene0205_01	13	14077
scene0205_01	13	14075
scene0205_01	13	14073
scene0205_01	13	14076
scene0205_01	13	14062
scene0205_01	13	14077
scene0205_01	13	14072
scene0205_01	13	14078
scene0205_01	13	14075
scene0205_01	13	14075
scene0205_01	12	14008
scene0205_01	12	14010
scene0205_01	13	14072
scene0205_01	13	14074
scene0205_01	13	14076
scene0205_02	13	14071
scene0205_02	13	14078
scene0205_02	12	14010
scene0205_02	11	13940
scene0205_02	11	13941
scene0205_02	11	13942
scene0205_02	11	13941
scene0205_02	11	13939
scene0205_02	11	13941
scene0205_02	11	13931
scene0205_02	9	13806
scene0205_02	10	13873
scene0205_02	10	13869
scene0205_02	10	13874
scene0205_02	11	13932
scene0205_02	11	13930
scene0205_02	11	13937
scene0205_02	12	14001
scene0205_02	12	14001
scene0205_02	12	14006
scene0205_02	12	14003
scene0205_02	11	13935
scene0205_02	12	14006
scene0205_02	13	14057
scene0205_02	13	14070
scene0205_02	13	14059
scene0205_02	13	14070
scene0205_02	13	14072
scene0205_02	13	14063
scene0205_02	13	14068
scene0205_02	14	14140
scene0205_02	12	14008
scene0205_02	11	13933
scene0205_02	11	13938
scene0205_02	11	13934
scene0205_02	11	13940
scene0205_02	11	13933
scene0205_02	11	13934
scene0205_02	11	13940
scene0205_02	11	13939
scene0205_02	11	13933
scene0205_02	11	13936
scene0205_02	11	13931
scene0205_02	11	13939
scene0205_02	11	13934
scene0205_02	11	13937
scene0205_02	11	13940
scene0205_02	11	13939
scene0205_02	11	13932
scene0205_02	11	13938
scene0205_02	10	13870
scene0205_02	9	13801
scene0484_00	5	13539
scene0484_00	5	13540
scene0484_00	5	13540
scene0484_00	5	13538
scene0484_00	5	13540
scene0484_00	5	13536
scene0484_00	5	13536
scene0484_00	5	13540
scene0484_00	5	13541
scene0484_00	5	13536
scene0484_00	5	13537
scene0484_00	5	13536
scene0484_00	5	13539
scene0484_00	5	13539
scene0484_00	5	13538
scene0484_00	5	13541
scene0484_00	5	13541
scene0484_00	5	13540
scene0484_00	5	13541
scene0484_00	5	13535
scene0484_00	5	13539
scene0484_00	5	13540
scene0484_00	5	13536
scene0484_00	5	13541
scene0484_00	5	13538
scene0484_00	5	13540
scene0484_00	5	13537
scene0484_00	5	13540
scene0484_00	5	13540
scene0484_00	5	13538
scene0484_00	5	13540
scene0484_00	5	13541
scene0484_00	5	13541
scene0484_00	5	13534
scene0484_00	5	13538
scene0484_00	5	13536
scene0484_00	5	13540
scene0484_00	5	13537
scene0484_00	5	13541
scene0484_00	5	13540
scene0484_00	5	13537
scene0484_00	5	13537
scene0484_00	5	13540
scene0484_00	5	13537
scene0484_00	5	13541
scene0484_00	5	13537
scene0484_00	5	13541
scene0484_00	5	13537
